Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-16,2017,2,16,†,-3.0,,-11.0,,-7.0,,25.0,,0.0,,0.0,,0.0,,0.0,,11.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-17,2017,2,17,†,1.0,,-9.0,,-4.0,,22.0,,0.0,,0.0,,0.0,,0.0,,11.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-18,2017,2,18,†,14.0,,-6.0,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,11.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-19,2017,2,19,†,12.0,,2.0,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,4.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-20,2017,2,20,†,6.5,,-2.0,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-21,2017,2,21,†,7.0,,-1.0,,3.0,,15.0,,0.0,,2.8,,0.0,,2.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-22,2017,2,22,†,13.5,,1.5,,7.5,,10.5,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-23,2017,2,23,†,17.5,,5.5,,11.5,,6.5,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-24,2017,2,24,†,6.0,,2.0,,4.0,,14.0,,0.0,,13.8,,0.0,,13.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-25,2017,2,25,†,7.0,,2.5,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-26,2017,2,26,†,4.5,,-6.0,,-0.8,,18.8,,0.0,,0.0,,0.0,T,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-27,2017,2,27,†,9.0,,-1.0,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-02-28,2017,2,28,†,12.0,,-3.5,,4.3,,13.7,,0.0,,21.2,,0.0,,21.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-01,2017,3,1,†,13.5,,6.0,,9.8,,8.2,,0.0,,0.8,,0.2,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-02,2017,3,2,†,-2.0,,-8.5,,-5.3,,23.3,,0.0,,0.0,,0.2,,0.2,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-03,2017,3,3,†,-5.5,,-9.0,,-7.3,,25.3,,0.0,,0.0,,0.2,,0.2,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-04,2017,3,4,†,-6.0,,-13.5,,-9.8,,27.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-05,2017,3,5,†,2.0,,-14.5,,-6.3,,24.3,,0.0,,0.0,,0.0,T,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-06,2017,3,6,†,9.0,,-6.0,,1.5,,16.5,,0.0,,11.4,,0.0,,11.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-07,2017,3,7,†,13.0,,2.5,,7.8,,10.2,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-08,2017,3,8,†,11.5,,0.5,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-09,2017,3,9,†,3.0,,-3.0,,0.0,,18.0,,0.0,,0.0,,0.0,T,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-10,2017,3,10,†,-4.5,,-9.5,,-7.0,,25.0,,0.0,,0.0,,0.0,T,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-11,2017,3,11,†,-5.0,,-14.5,,-9.8,,27.8,,0.0,,0.0,,0.2,,0.2,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-12,2017,3,12,†,-4.5,,-15.0,,-9.8,,27.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-13,2017,3,13,†,-6.5,,-13.5,,-10.0,,28.0,,0.0,,0.0,,3.0,,3.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-14,2017,3,14,†,-7.0,,-12.0,,-9.5,,27.5,,0.0,,0.0,,1.8,,2.4,,2.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-15,2017,3,15,†,-3.5,,-10.5,,-7.0,,25.0,,0.0,,0.0,,0.0,T,0.0,,4.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-16,2017,3,16,†,2.5,,-8.0,,-2.8,,20.8,,0.0,,0.0,,0.0,,0.0,,3.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-17,2017,3,17,†,6.5,,-8.5,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-18,2017,3,18,†,2.5,,-2.5,,0.0,,18.0,,0.0,,0.0,,2.2,,1.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-19,2017,3,19,†,9.5,,-1.0,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,2.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-20,2017,3,20,†,6.0,,-2.0,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-21,2017,3,21,†,13.0,,-0.5,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-22,2017,3,22,†,-2.5,,-9.5,,-6.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-23,2017,3,23,†,3.5,,-10.5,,-3.5,,21.5,,0.0,,5.0,,0.0,,5.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-24,2017,3,24,†,14.5,,-0.5,,7.0,,11.0,,0.0,,7.8,,0.0,,7.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-25,2017,3,25,†,5.0,,0.0,,2.5,,15.5,,0.0,,6.0,,0.0,,6.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-26,2017,3,26,†,8.5,,0.0,,4.3,,13.7,,0.0,,2.8,,0.0,,2.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-27,2017,3,27,†,15.0,,4.0,,9.5,,8.5,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-28,2017,3,28,†,9.5,,4.0,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-29,2017,3,29,†,10.5,,-2.0,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-30,2017,3,30,†,3.5,,0.5,,2.0,,16.0,,0.0,,12.2,,2.0,,18.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-03-31,2017,3,31,†,4.0,,-0.5,,1.8,,16.2,,0.0,,5.0,,0.0,,5.0,,1.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-01,2017,4,1,†,11.0,,1.0,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-02,2017,4,2,†,17.0,,0.5,,8.8,,9.2,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-03,2017,4,3,†,12.0,,4.0,,8.0,,10.0,,0.0,,16.6,,0.0,,16.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-04,2017,4,4,†,11.5,,6.0,,8.8,,9.2,,0.0,,3.6,,0.0,,3.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-05,2017,4,5,†,12.0,,3.0,,7.5,,10.5,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-06,2017,4,6,†,7.5,,4.5,,6.0,,12.0,,0.0,,23.0,,3.2,,28.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-07,2017,4,7,†,5.0,,-1.0,,2.0,,16.0,,0.0,,0.0,,0.0,T,0.0,,2.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-08,2017,4,8,†,13.0,,-1.0,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-09,2017,4,9,†,19.5,,-1.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-10,2017,4,10,†,23.5,,7.0,,15.3,,2.7,,0.0,,4.4,,0.0,,4.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-11,2017,4,11,†,20.0,,10.5,,15.3,,2.7,,0.0,,12.6,,0.0,,12.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-12,2017,4,12,†,8.0,,4.5,,6.3,,11.7,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-13,2017,4,13,†,14.5,,-1.5,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-14,2017,4,14,†,16.5,,1.5,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-15,2017,4,15,†,20.0,,4.0,,12.0,,6.0,,0.0,,6.6,,0.0,,6.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-16,2017,4,16,†,22.5,,12.5,,17.5,,0.5,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-17,2017,4,17,†,14.5,,4.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-18,2017,4,18,†,9.5,,-2.0,,3.8,,14.2,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-19,2017,4,19,†,22.0,,4.5,,13.3,,4.7,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-20,2017,4,20,†,10.5,,4.5,,7.5,,10.5,,0.0,,18.4,,0.0,,18.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-21,2017,4,21,†,13.5,,4.5,,9.0,,9.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-22,2017,4,22,†,14.5,,4.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-23,2017,4,23,†,21.0,,-0.5,,10.3,,7.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-24,2017,4,24,†,13.0,,4.5,,8.8,,9.2,,0.0,,1.8,,0.0,,1.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-25,2017,4,25,†,11.5,,5.5,,8.5,,9.5,,0.0,,1.6,,0.0,,1.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-26,2017,4,26,†,18.0,,8.5,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-27,2017,4,27,†,27.0,,9.5,,18.3,,0.0,,0.3,,5.4,,0.0,,5.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-28,2017,4,28,†,18.5,,7.0,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-29,2017,4,29,†,15.5,,5.5,,10.5,,7.5,,0.0,,2.8,,0.0,,2.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-04-30,2017,4,30,†,8.5,,3.0,,5.8,,12.2,,0.0,,13.6,,0.0,,13.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-01,2017,5,1,†,15.5,,4.5,,10.0,,8.0,,0.0,,19.6,,0.0,,19.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-02,2017,5,2,†,11.0,,7.5,,9.3,,8.7,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-03,2017,5,3,†,15.5,,3.5,,9.5,,8.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-04,2017,5,4,†,10.5,,3.0,,6.8,,11.2,,0.0,,33.2,,0.0,,33.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-05,2017,5,5,†,10.5,,5.5,,8.0,,10.0,,0.0,,12.2,,0.0,,12.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-06,2017,5,6,†,8.5,,5.0,,6.8,,11.2,,0.0,,2.0,,0.0,,2.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-07,2017,5,7,†,11.5,,3.0,,7.3,,10.7,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-08,2017,5,8,†,12.5,,1.0,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-09,2017,5,9,†,12.5,,3.5,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-10,2017,5,10,†,13.0,,1.5,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-11,2017,5,11,†,15.0,,4.5,,9.8,,8.2,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-12,2017,5,12,†,16.5,,3.0,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-13,2017,5,13,†,17.5,,9.5,,13.5,,4.5,,0.0,,5.1,,0.0,,5.1,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-14,2017,5,14,†,17.5,,4.5,,11.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-15,2017,5,15,†,19.5,,6.5,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-16,2017,5,16,†,20.5,,6.0,,13.3,,4.7,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-17,2017,5,17,†,30.0,,7.5,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-18,2017,5,18,†,30.5,,19.0,,24.8,,0.0,,6.8,,2.0,,0.0,,2.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-19,2017,5,19,†,15.0,,7.0,,11.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-20,2017,5,20,†,17.5,,6.0,,11.8,,6.2,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-21,2017,5,21,†,14.0,,10.0,,12.0,,6.0,,0.0,,13.8,,0.0,,13.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-22,2017,5,22,†,17.5,,11.5,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-23,2017,5,23,†,22.5,,7.0,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-24,2017,5,24,†,23.0,,11.0,,17.0,,1.0,,0.0,,15.4,,0.0,,15.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-25,2017,5,25,†,15.5,,10.0,,12.8,,5.2,,0.0,,25.0,,0.0,,25.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-26,2017,5,26,†,19.0,,11.0,,15.0,,3.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-27,2017,5,27,†,20.5,,13.5,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-28,2017,5,28,†,21.5,,9.5,,15.5,,2.5,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-29,2017,5,29,†,26.0,,15.0,,20.5,,0.0,,2.5,,3.8,,0.0,,3.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-30,2017,5,30,†,22.5,,12.0,,17.3,,0.7,,0.0,,9.4,,0.0,,9.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-05-31,2017,5,31,†,23.5,,9.5,,16.5,,1.5,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-01,2017,6,1,†,18.0,,9.5,,13.8,,4.2,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-02,2017,6,2,†,21.0,,8.0,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-03,2017,6,3,†,25.0,,9.5,,17.3,,0.7,,0.0,,6.4,,0.0,,6.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-04,2017,6,4,†,20.0,,11.5,,15.8,,2.2,,0.0,,4.4,,0.0,,4.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-05,2017,6,5,†,17.0,,12.0,,14.5,,3.5,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-06,2017,6,6,†,17.0,,13.0,,15.0,,3.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-07,2017,6,7,†,22.5,,7.0,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-08,2017,6,8,†,25.0,,7.5,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-09,2017,6,9,†,27.0,,10.5,,18.8,,0.0,,0.8,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-10,2017,6,10,†,28.5,,12.5,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-11,2017,6,11,†,33.5,,21.0,,27.3,,0.0,,9.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-12,2017,6,12,†,32.5,,19.5,,26.0,,0.0,,8.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-13,2017,6,13,†,24.0,,18.0,,21.0,,0.0,,3.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-14,2017,6,14,†,24.0,,14.0,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-15,2017,6,15,†,23.0,,14.0,,18.5,,0.0,,0.5,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-16,2017,6,16,†,30.5,,16.0,,23.3,,0.0,,5.3,,4.4,,0.0,,4.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-17,2017,6,17,†,28.5,,18.0,,23.3,,0.0,,5.3,,64.6,,0.0,,64.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-18,2017,6,18,†,29.5,,18.0,,23.8,,0.0,,5.8,,2.6,,0.0,,2.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-19,2017,6,19,†,26.5,,17.0,,21.8,,0.0,,3.8,,0.6,,0.0,,0.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-20,2017,6,20,†,23.0,,16.0,,19.5,,0.0,,1.5,,5.4,,0.0,,5.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-21,2017,6,21,†,23.5,,12.5,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-22,2017,6,22,†,24.0,,10.5,,17.3,,0.7,,0.0,,39.4,,0.0,,39.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-23,2017,6,23,†,25.0,,18.0,,21.5,,0.0,,3.5,,1.0,,0.0,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-24,2017,6,24,†,25.0,,13.5,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-25,2017,6,25,†,23.0,,13.5,,18.3,,0.0,,0.3,,2.4,,0.0,,2.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-26,2017,6,26,†,22.0,,13.0,,17.5,,0.5,,0.0,,4.6,,0.0,,4.6,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-27,2017,6,27,†,20.0,,9.0,,14.5,,3.5,,0.0,,3.2,,0.0,,3.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-28,2017,6,28,†,24.5,,9.5,,17.0,,1.0,,0.0,,3.4,,0.0,,3.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-29,2017,6,29,†,27.0,,14.5,,20.8,,0.0,,2.8,,4.8,,0.0,,4.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-06-30,2017,6,30,†,28.0,,19.5,,23.8,,0.0,,5.8,,1.0,,0.0,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-01,2017,7,1,†,26.0,,19.0,,22.5,,0.0,,4.5,,0.5,,0.0,,0.5,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-02,2017,7,2,†,27.5,,13.0,,20.3,,0.0,,2.3,,2.4,,0.0,,2.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-03,2017,7,3,†,25.5,,13.0,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-04,2017,7,4,†,26.0,,12.5,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-05,2017,7,5,†,27.0,,11.5,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-06,2017,7,6,†,29.5,,13.0,,21.3,,0.0,,3.3,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-07,2017,7,7,†,28.0,,18.0,,23.0,,0.0,,5.0,,12.8,,0.0,,12.8,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-08,2017,7,8,†,24.0,,16.5,,20.3,,0.0,,2.3,,0.0,T,0.0,,0.0,T,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-09,2017,7,9,†,26.5,,13.5,,20.0,,0.0,,2.0,,6.4,,0.0,,6.4,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-10,2017,7,10,†,25.5,,16.0,,20.8,,0.0,,2.8,,1.0,,0.0,,1.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-11,2017,7,11,†,28.5,,15.5,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-12,2017,7,12,†,28.0,,17.5,,22.8,,0.0,,4.8,,6.2,,0.0,,6.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-13,2017,7,13,†,19.0,,15.0,,17.0,,1.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2017-07-14,2017,7,14,†,26.5,,15.5,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,,
