Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-11,2016,1,11,,-6.1,,-10.3,,-8.2,,26.2,,0.0,,0.0,,0.0,T,0.0,T,3.0,,25.0,,54,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-12,2016,1,12,,-1.9,,-9.6,,-5.8,,23.8,,0.0,,0.0,,11.2,,6.4,,5.0,,29.0,,56,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-13,2016,1,13,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-14,2016,1,14,,-2.3,,-8.7,,-5.5,,23.5,,0.0,,0.0,,1.6,,1.2,,10.0,,24.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-15,2016,1,15,,3.5,,-4.0,,-0.3,,18.3,,0.0,,2.8,,0.0,,2.8,,8.0,,9.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-16,2016,1,16,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-17,2016,1,17,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-18,2016,1,18,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-19,2016,1,19,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-20,2016,1,20,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-21,2016,1,21,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-22,2016,1,22,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-23,2016,1,23,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-24,2016,1,24,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-25,2016,1,25,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-26,2016,1,26,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-27,2016,1,27,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-28,2016,1,28,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-29,2016,1,29,,-0.3,,-9.6,,-5.0,,23.0,,0.0,,0.0,,0.0,T,0.0,T,3.0,,33.0,,65,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-30,2016,1,30,,4.7,,-9.0,,-2.2,,20.2,,0.0,,0.0,,0.0,,0.0,,2.0,,19.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-01-31,2016,1,31,,10.2,,-2.5,,3.9,,14.1,,0.0,,4.4,,0.0,,4.4,,,,25.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-01,2016,2,1,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-02,2016,2,2,,2.8,,-1.0,,0.9,,17.1,,0.0,,,M,0.0,T,,M,,,10.0,,61,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-03,2016,2,3,,15.7,,0.1,,7.9,,10.1,,0.0,,4.4,,0.0,,4.4,,,,24.0,,67,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-04,2016,2,4,,3.9,,-2.2,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,,,26.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-05,2016,2,5,,0.9,,-3.8,,-1.5,,19.5,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-06,2016,2,6,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-07,2016,2,7,,4.7,,-2.8,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,,,10.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-08,2016,2,8,,2.5,,-3.2,,-0.4,,18.4,,0.0,,0.0,,0.8,,0.8,,1.0,,11.0,,44,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-09,2016,2,9,,0.0,,-4.2,,-2.1,,20.1,,0.0,,0.0,,1.0,,1.0,,1.0,,8.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-10,2016,2,10,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-11,2016,2,11,,-10.9,,-18.5,,-14.7,,32.7,,0.0,,0.0,,0.0,T,0.0,T,5.0,,32.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-12,2016,2,12,,-4.9,,-17.5,,-11.2,,29.2,,0.0,,0.0,,2.6,,1.0,,2.0,,34.0,,54,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-13,2016,2,13,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-14,2016,2,14,,-12.1,,-26.1,,-19.1,,37.1,,0.0,,0.0,,0.0,T,0.0,T,3.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-15,2016,2,15,,-1.3,,-15.9,,-8.6,,26.6,,0.0,,0.0,,1.0,,0.8,,4.0,,15.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-16,2016,2,16,,-0.8,,-2.2,,-1.5,,19.5,,0.0,,0.0,,7.2,,6.6,,5.0,,31.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-17,2016,2,17,,-1.0,,-12.5,,-6.8,,24.8,,0.0,,0.0,,1.6,,1.2,,11.0,,32.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-18,2016,2,18,,-4.8,,-18.0,,-11.4,,29.4,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-19,2016,2,19,,7.4,,-10.8,,-1.7,,19.7,,0.0,,2.2,,0.0,T,2.2,,9.0,,28.0,,54,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-20,2016,2,20,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-21,2016,2,21,,4.5,,-2.2,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,32.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-22,2016,2,22,,-0.5,,-5.8,,-3.2,,21.2,,0.0,,0.0,,0.0,,0.0,,,,1.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-23,2016,2,23,,1.6,,-5.8,,-2.1,,20.1,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-24,2016,2,24,,1.5,,-1.5,,0.0,,18.0,,0.0,,20.4,,2.8,,23.2,,2.0,,6.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-25,2016,2,25,,0.6,,-8.2,,-3.8,,21.8,,0.0,,3.5,,0.0,,3.5,,2.0,,33.0,,67,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-26,2016,2,26,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-27,2016,2,27,,4.3,,-6.3,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,2.0,,22.0,,59,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-28,2016,2,28,,13.8,,0.7,,7.3,,10.7,,0.0,,0.0,T,0.0,,0.0,T,,,22.0,,61,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-02-29,2016,2,29,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-01,2016,3,1,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-02,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-03,2016,3,3,,-5.8,,-11.5,,-8.7,,26.7,,0.0,,0.0,,0.0,T,0.0,T,12.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-04,2016,3,4,,-0.5,,-7.2,,-3.9,,21.9,,0.0,,0.0,,0.6,,0.4,,12.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-05,2016,3,5,,-1.0,,-6.6,,-3.8,,21.8,,0.0,,0.0,,0.8,,0.8,,8.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-06,2016,3,6,,1.9,,-11.2,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,9.0,,19.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-07,2016,3,7,,10.2,,-0.2,,5.0,,13.0,,0.0,,0.0,,0.0,T,0.0,T,7.0,,22.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-08,2016,3,8,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-09,2016,3,9,,18.6,,3.7,,11.2,,6.8,,0.0,,0.0,T,0.0,,0.0,T,,,23.0,,39,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-10,2016,3,10,,11.8,,1.4,,6.6,,11.4,,0.0,,6.4,,0.0,,6.4,,,,32.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-11,2016,3,11,,7.7,,0.4,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,,,34.0,,48,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-12,2016,3,12,,17.0,,-3.1,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,27.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-13,2016,3,13,,8.8,,2.4,,5.6,,12.4,,0.0,,0.0,,0.0,,0.0,,,,11.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-14,2016,3,14,,7.4,,4.1,,5.8,,12.2,,0.0,,12.6,,0.0,,12.6,,,,11.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-15,2016,3,15,,8.0,,5.0,,6.5,,11.5,,0.0,,5.8,,0.0,,5.8,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-16,2016,3,16,,12.1,,1.6,,6.9,,11.1,,0.0,,2.4,,0.0,,2.4,,,,29.0,,67,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-17,2016,3,17,,9.6,,-0.7,,4.5,,13.5,,0.0,,0.9,,0.0,,0.9,,,,23.0,,52,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-18,2016,3,18,,4.8,,-3.4,,0.7,,17.3,,0.0,,0.0,,0.2,,0.2,,,,32.0,,44,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-19,2016,3,19,,1.7,,-6.2,,-2.3,,20.3,,0.0,,0.0,,0.0,,0.0,,,,36.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-20,2016,3,20,,3.8,,-5.6,,-0.9,,18.9,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-21,2016,3,21,,2.3,,-3.2,,-0.5,,18.5,,0.0,,0.0,,0.0,,0.0,,,,34.0,,59,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-22,2016,3,22,,4.5,,-5.2,,-0.4,,18.4,,0.0,,2.2,,0.0,T,2.2,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-23,2016,3,23,,4.5,,-1.6,,1.5,,16.5,,0.0,,0.4,,5.0,,5.4,,5.0,,6.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-24,2016,3,24,,-0.4,,-2.9,,-1.7,,19.7,,0.0,,9.6,,1.8,,11.4,,5.0,,6.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-25,2016,3,25,,0.8,,-5.2,,-2.2,,20.2,,0.0,,0.0,T,0.0,,0.0,T,5.0,,32.0,,52,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-26,2016,3,26,,5.3,,-6.4,,-0.6,,18.6,,0.0,,0.0,,0.0,,0.0,,3.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-27,2016,3,27,,12.8,,-2.7,,5.1,,12.9,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-28,2016,3,28,,9.1,,1.5,,5.3,,12.7,,0.0,,12.2,,0.0,,12.2,,,,32.0,,74,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-29,2016,3,29,,5.8,,-2.4,,1.7,,16.3,,0.0,,0.0,,0.0,,0.0,,,,35.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-30,2016,3,30,,11.1,,-3.3,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,17.0,,39,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-03-31,2016,3,31,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-01,2016,4,1,,13.4,,0.2,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,,,26.0,,48,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-02,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-03,2016,4,3,,-2.7,,-7.7,,-5.2,,23.2,,0.0,,0.0,,12.6,,8.7,,1.0,,33.0,,76,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-04,2016,4,4,,-2.4,,-8.0,,-5.2,,23.2,,0.0,,0.0,,2.0,,2.0,,14.0,,4.0,,44,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-05,2016,4,5,,0.6,,-10.1,,-4.8,,22.8,,0.0,,0.0,,0.0,,0.0,,8.0,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-06,2016,4,6,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-07,2016,4,7,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-08,2016,4,8,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-09,2016,4,9,,-1.3,,-6.7,,-4.0,,22.0,,0.0,,0.0,,0.0,,0.0,,,,35.0,,50,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-10,2016,4,10,,,,,,,,,,,,,,,,,,,,,,,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-11,2016,4,11,,10.8,,0.4,,5.6,,12.4,,0.0,,2.4,,0.0,,2.4,,,,33.0,,48,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-12,2016,4,12,,5.9,,-2.7,,1.6,,16.4,,0.0,,0.0,,0.0,T,0.0,T,,,33.0,,52,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-13,2016,4,13,,6.2,,-4.0,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-14,2016,4,14,,9.3,,-2.7,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,,,13.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-15,2016,4,15,,13.9,,-1.2,,6.4,,11.6,,0.0,,0.0,,0.0,,0.0,,,,11.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-16,2016,4,16,,16.9,,1.1,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-17,2016,4,17,,23.0,,3.0,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-18,2016,4,18,,24.4,,6.6,,15.5,,2.5,,0.0,,0.0,T,0.0,,0.0,T,,,33.0,,52,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-19,2016,4,19,,15.8,,4.9,,10.4,,7.6,,0.0,,0.0,,0.0,,0.0,,,,34.0,,44,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-20,2016,4,20,,14.9,,1.7,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-21,2016,4,21,,18.7,,3.3,,11.0,,7.0,,0.0,,3.0,,0.0,,3.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-22,2016,4,22,,16.6,,5.1,,10.9,,7.1,,0.0,,1.3,,0.0,,1.3,,,,34.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-23,2016,4,23,,12.6,,1.5,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,36.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-24,2016,4,24,,10.9,,0.6,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-25,2016,4,25,,8.2,,3.6,,5.9,,12.1,,0.0,,8.8,,0.0,,8.8,,,,8.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-26,2016,4,26,,6.5,,1.4,,4.0,,14.0,,0.0,,13.2,,0.0,,13.2,,,,9.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-27,2016,4,27,,11.6,,-0.5,,5.6,,12.4,,0.0,,0.0,,0.0,,0.0,,,,36.0,,39,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-28,2016,4,28,,7.7,,0.3,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,,,13.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-29,2016,4,29,,12.3,,3.7,,8.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-04-30,2016,4,30,,14.2,,0.6,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,13.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-01,2016,5,1,,9.6,,6.6,,8.1,,9.9,,0.0,,5.0,,0.0,,5.0,,,,5.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-02,2016,5,2,,13.5,,4.4,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-03,2016,5,3,,15.6,,3.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,,,15.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-04,2016,5,4,,15.8,,3.0,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,10.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-05,2016,5,5,,17.7,,7.2,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,,,2.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-06,2016,5,6,,22.6,,6.4,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,4.0,,52,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-07,2016,5,7,,17.9,,6.2,,12.1,,5.9,,0.0,,0.5,,0.0,,0.5,,,,35.0,,61,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-08,2016,5,8,,12.2,,3.6,,7.9,,10.1,,0.0,,4.4,,0.0,,4.4,,,,1.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-09,2016,5,9,,14.5,,1.8,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,32.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-10,2016,5,10,,15.9,,3.7,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-11,2016,5,11,,19.5,,3.5,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,,,12.0,,33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-12,2016,5,12,,23.2,,5.9,,14.6,,3.4,,0.0,,0.4,,0.0,,0.4,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-13,2016,5,13,,20.4,,14.0,,17.2,,0.8,,0.0,,12.0,,0.0,,12.0,,,,28.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-14,2016,5,14,,14.0,,1.9,,8.0,,10.0,,0.0,,5.4,,0.0,,5.4,,,,32.0,,65,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-15,2016,5,15,,6.6,,1.5,,4.1,,13.9,,0.0,,0.2,,0.2,,0.4,,,,33.0,,54,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-16,2016,5,16,,17.3,,0.7,,9.0,,9.0,,0.0,,9.0,,0.0,,9.0,,,,34.0,,46,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-17,2016,5,17,,16.8,,3.7,,10.3,,7.7,,0.0,,0.0,,0.0,,0.0,,,,34.0,,39,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-18,2016,5,18,,16.5,,3.7,,10.1,,7.9,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-19,2016,5,19,,20.1,,9.1,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-20,2016,5,20,,22.4,,6.4,,14.4,,3.6,,0.0,,0.0,,0.0,,0.0,,,,15.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-21,2016,5,21,,23.4,,11.4,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,18.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-22,2016,5,22,,22.7,,11.9,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,34.0,,41,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-23,2016,5,23,,26.8,,10.7,,18.8,,0.0,,0.8,,,M,,M,,M,,,12.0,,32,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-24,2016,5,24,,29.0,,10.9,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,34.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-25,2016,5,25,,29.3,,15.4,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-26,2016,5,26,,24.9,,15.7,,20.3,,0.0,,2.3,,,M,,M,,M,,,,,<31,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-27,2016,5,27,,29.1,,15.8,,22.5,,0.0,,4.5,,1.4,,0.0,,1.4,,,,3.0,,37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-28,2016,5,28,,32.5,,17.9,,25.2,,0.0,,7.2,,0.0,,0.0,,0.0,,,,19.0,,35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-29,2016,5,29,,30.8,,20.0,,25.4,,0.0,,7.4,,0.0,,0.0,,0.0,,,,19.0,,43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158410,2016-05-30,2016,5,30,,26.9,,16.9,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,32.0,,44,
